SampleType,SampleRate,StartTime,Data
HEART_RATE,1.0,2025-08-10T00:05:37.000Z,58;57;60;57;57;60;64;64;63;50
HEART_RATE,1.0,2025-08-10T00:05:47.000Z,58;54;55;54;59;59;54;62;57;58
HEART_RATE,1.0,2025-08-10T00:05:57.000Z,58;57;63;56;58;52;61;57;53;55
HEART_RATE,1.0,2025-08-10T00:06:07.000Z,57;57;56;54;49;61;60;58;60;57
HEART_RATE,1.0,2025-08-10T00:06:17.000Z,52;62;59;59;57;59;52;57;59;59
HEART_RATE,1.0,2025-08-10T00:06:27.000Z,54;54;57;51;55;59;58;60;60;53
HEART_RATE,1.0,2025-08-10T00:06:37.000Z,68;55;58;62;58;60;56;58;56;61
HEART_RATE,1.0,2025-08-10T00:06:47.000Z,56;55;61;59;53;61;67;56;62;59
HEART_RATE,1.0,2025-08-10T00:06:57.000Z,55;55;63;58;58;57;57;58;52;61
HEART_RATE,1.0,2025-08-10T00:07:07.000Z,56;58;59;62;56;59;60;63;52;58
HEART_RATE,1.0,2025-08-10T00:07:17.000Z,60;59;61;60;58;53;54;57;63;55
HEART_RATE,1.0,2025-08-10T00:07:27.000Z,61;58;55;56;54;52;60;65;61;55
HEART_RATE,1.0,2025-08-10T00:07:37.000Z,57;60;57;61;61;61;59;63;55;57
HEART_RATE,1.0,2025-08-10T00:07:47.000Z,56;59;54;56;64;63;60;53;57;57
HEART_RATE,1.0,2025-08-10T00:07:57.000Z,53;63;59;58;58;57;53;59;59;60
HEART_RATE,1.0,2025-08-10T00:08:07.000Z,57;51;54;66;57;55;61;54;58;62
HEART_RATE,1.0,2025-08-10T00:08:17.000Z,57;58;57;62;60;62;51;58;61;62
HEART_RATE,1.0,2025-08-10T00:08:27.000Z,52;55;52;62;66;63;60;57;55;53
HEART_RATE,1.0,2025-08-10T00:08:37.000Z,54;57;54;61;56;59;55;57;50;54
HEART_RATE,1.0,2025-08-10T00:08:47.000Z,60;59;58;58;52;55;63;52;59;54
HEART_RATE,1.0,2025-08-10T00:08:57.000Z,59;56;54;50;60;59;58;53;57;56
HEART_RATE,1.0,2025-08-10T00:09:07.000Z,57;58;56;59;48;55;58;57;60;55
HEART_RATE,1.0,2025-08-10T00:09:17.000Z,51;61;53;53;51;56;55;55;52;57
HEART_RATE,1.0,2025-08-10T00:09:27.000Z,58;62;57;61;53;52;57;52;61;60
HEART_RATE,1.0,2025-08-10T00:09:37.000Z,56;56;57;53;57;62;59;57;57;58
HEART_RATE,1.0,2025-08-10T00:09:47.000Z,54;57;57;62;50;54;55;59;60;61
HEART_RATE,1.0,2025-08-10T00:09:57.000Z,57;59;59;63;56;61;54;59;59;54
HEART_RATE,1.0,2025-08-10T00:10:07.000Z,64;61;48;60;55;56;61;56;58;63
HEART_RATE,1.0,2025-08-10T00:10:17.000Z,61;51;59;58;57;57;55;52;63;54
HEART_RATE,1.0,2025-08-10T00:10:27.000Z,58;56;59;62;53;57;52;57;58;57
HEART_RATE,1.0,2025-08-10T00:10:37.000Z,56;62;54;53;59;61;54;59;58;52
HEART_RATE,1.0,2025-08-10T00:10:47.000Z,55;57;57;58;58;53;55;61;59;55
HEART_RATE,1.0,2025-08-10T00:10:57.000Z,61;60;54;57;61;61;59;60;50;63
HEART_RATE,1.0,2025-08-10T00:11:07.000Z,64;60;58;53;64;57;57;56;56;58
HEART_RATE,1.0,2025-08-10T00:11:17.000Z,56;57;59;66;59;55;55;58;57;50
HEART_RATE,1.0,2025-08-10T00:11:27.000Z,58;54;52;62;51;59;54;57;57;57
HEART_RATE,1.0,2025-08-10T00:11:37.000Z,60;58;57;57;57;56;60;58;61;53
HEART_RATE,1.0,2025-08-10T00:11:47.000Z,54;56;59;54;59;55;56;59;56;51
HEART_RATE,1.0,2025-08-10T00:11:57.000Z,58;58;55;64;53;62;56;62;57;58
HEART_RATE,1.0,2025-08-10T00:12:07.000Z,63;59;59;54;53;60;55;57;56;59
HEART_RATE,1.0,2025-08-10T00:12:17.000Z,56;58;57;58;60;55;58;52;58;53
HEART_RATE,1.0,2025-08-10T00:12:27.000Z,57;55;56;59;58;59;56;50;57;59
HEART_RATE,1.0,2025-08-10T00:12:37.000Z,54;52;55;59;61;57;58;60;59;55
HEART_RATE,1.0,2025-08-10T00:12:47.000Z,55;53;58;57;60;53;62;61;56;60
HEART_RATE,1.0,2025-08-10T00:12:57.000Z,60;57;51;60;61;58;61;59;54;55
HEART_RATE,1.0,2025-08-10T00:13:07.000Z,61;63;58;58;62;58;59;60;56;63
HEART_RATE,1.0,2025-08-10T00:13:17.000Z,54;58;56;54;58;62;60;56;57;55
HEART_RATE,1.0,2025-08-10T00:13:27.000Z,60;54;57;58;61;58;56;55;57;52
HEART_RATE,1.0,2025-08-10T00:13:37.000Z,58;59;58;54;53;50;61;59;54;55
HEART_RATE,1.0,2025-08-10T00:13:47.000Z,58;57;54;53;53;56;61;64;65;62
HEART_RATE,1.0,2025-08-10T00:13:57.000Z,54;56;60;59;61;57;65;65;58;58
HEART_RATE,1.0,2025-08-10T00:14:07.000Z,51;61;53;59;58;57;57;59;58;55
HEART_RATE,1.0,2025-08-10T00:14:17.000Z,56;55;63;57;54;59;60;59;56;54
HEART_RATE,1.0,2025-08-10T00:14:27.000Z,58;56;55;62;55;61;54;61;60;55
HEART_RATE,1.0,2025-08-10T00:14:37.000Z,58;60;70;57;57;61;56;57;58;55
HEART_RATE,1.0,2025-08-10T00:14:47.000Z,59;61;56;54;57;62;63;60;59;55
HEART_RATE,1.0,2025-08-10T00:14:57.000Z,51;56;51;60;58;56;58;55;58;56
HEART_RATE,1.0,2025-08-10T00:15:07.000Z,54;54;54;61;56;54;53;58;61;56
HEART_RATE,1.0,2025-08-10T00:15:17.000Z,54;54;56;57;59;56;62;59;55;59
HEART_RATE,1.0,2025-08-10T00:15:27.000Z,57;58;64;61;51;60;53;62;55;58
HEART_RATE,1.0,2025-08-10T00:15:37.000Z,56;62;60;62;59;54;54;52;55;58
HEART_RATE,1.0,2025-08-10T00:15:47.000Z,60;57;56;53;66;60;58;56;58;59
HEART_RATE,1.0,2025-08-10T00:15:57.000Z,56;62;54;56;49;57;50;58;58;56
HEART_RATE,1.0,2025-08-10T00:16:07.000Z,53;55;56;53;58;59;58;59;64;58
HEART_RATE,1.0,2025-08-10T00:16:17.000Z,63;54;60;58;55;59;62;56;58;53
HEART_RATE,1.0,2025-08-10T00:16:27.000Z,55;60;57;51;60;60;61;55;62;56
HEART_RATE,1.0,2025-08-10T00:16:37.000Z,57;56;59;55;55;61;56;56;62;58
HEART_RATE,1.0,2025-08-10T00:16:47.000Z,50;56;55;58;57;57;60;62;63;56
HEART_RATE,1.0,2025-08-10T00:16:57.000Z,58;52;65;53;64;53;60;48;54;57
HEART_RATE,1.0,2025-08-10T00:17:07.000Z,52;53;58;58;61;62;61;55;57;56
HEART_RATE,1.0,2025-08-10T00:17:17.000Z,58;53;59;53;58;64;64;53;56;64
HEART_RATE,1.0,2025-08-10T00:17:27.000Z,54;56;63;63;57;65;57;55;57;66
HEART_RATE,1.0,2025-08-10T00:17:37.000Z,56;60;60;56;59;53;60;59;52;55
HEART_RATE,1.0,2025-08-10T00:17:47.000Z,59;55;58;66;52;55;58;56;48;58
HEART_RATE,1.0,2025-08-10T00:17:57.000Z,61;55;59;57;65;52;56;55;56;55
HEART_RATE,1.0,2025-08-10T00:18:07.000Z,57;57;62;58;59;63;62;55;52;59
HEART_RATE,1.0,2025-08-10T00:18:17.000Z,54;59;59;58;52;53;56;64;56;60
HEART_RATE,1.0,2025-08-10T00:18:27.000Z,56;53;60;57;55;53;62;56;59;58
HEART_RATE,1.0,2025-08-10T00:18:37.000Z,56;58;58;61;55;59;59;57;57;57
HEART_RATE,1.0,2025-08-10T00:18:47.000Z,59;51;56;57;58;55;52;58;55;57
HEART_RATE,1.0,2025-08-10T00:18:57.000Z,55;57;56;61;57;56;58;57;54;60
HEART_RATE,1.0,2025-08-10T00:19:07.000Z,56;57;52;61;64;59;52;53;60;61
HEART_RATE,1.0,2025-08-10T00:19:17.000Z,61;54;52;57;57;58;62;60;53;55
HEART_RATE,1.0,2025-08-10T00:19:27.000Z,59;58;54;57;57;57;62;58;55;62
HEART_RATE,1.0,2025-08-10T00:19:37.000Z,62;55;57;55;60;60;55;53;62;55
HEART_RATE,1.0,2025-08-10T00:19:47.000Z,59;61;62;55;57;56;56;56;57;57
HEART_RATE,1.0,2025-08-10T00:19:57.000Z,58;56;60;57;58;57;56;52;56;60
HEART_RATE,1.0,2025-08-10T00:20:07.000Z,62;52;50;59;49;53;61;62;58;55
HEART_RATE,1.0,2025-08-10T00:20:17.000Z,60;61;53;60;60;61;60;64;52;50
HEART_RATE,1.0,2025-08-10T00:20:27.000Z,54;54;58;61;54;64;59;62;55;55
HEART_RATE,1.0,2025-08-10T00:20:37.000Z,56;56;58;46;57;55;58;55;56;50
HEART_RATE,1.0,2025-08-10T00:20:47.000Z,63;67;57;64;57;60;61;57;64;57
HEART_RATE,1.0,2025-08-10T00:20:57.000Z,58;56;59;55;58;63;56;59;54;55
HEART_RATE,1.0,2025-08-10T00:21:07.000Z,50;63;58;63;53;50;53;60;59;60
HEART_RATE,1.0,2025-08-10T00:21:17.000Z,60;60;56;54;56;61;63;65;58;60
HEART_RATE,1.0,2025-08-10T00:21:27.000Z,57;50;51;56;58;60;58;56;62;59
HEART_RATE,1.0,2025-08-10T00:21:37.000Z,54;60;59;57;49;59;60;56;53;58
HEART_RATE,1.0,2025-08-10T00:21:47.000Z,53;58;58;59;58;55;62;57;57;56
HEART_RATE,1.0,2025-08-10T00:21:57.000Z,59;58;60;58;57;64;56;59;59;50
HEART_RATE,1.0,2025-08-10T00:22:07.000Z,63;59;56;54;59;56;58;58;53;52
HEART_RATE,1.0,2025-08-10T00:22:17.000Z,58;52;56;56;58;56;55;53;60;59
HEART_RATE,1.0,2025-08-10T00:22:27.000Z,59;56;52;60;53;56;57;54;55;57
HEART_RATE,1.0,2025-08-10T00:22:37.000Z,56;56;57;60;55;62;58;53;63;52
HEART_RATE,1.0,2025-08-10T00:22:47.000Z,62;55;59;58;58;61;59;61;56;64
HEART_RATE,1.0,2025-08-10T00:22:57.000Z,58;64;53;60;62;64;53;56;60;54
HEART_RATE,1.0,2025-08-10T00:23:07.000Z,59;63;57;54;59;64;53;55;56;54
HEART_RATE,1.0,2025-08-10T00:23:17.000Z,60;59;53;54;56;52;56;57;65;56
HEART_RATE,1.0,2025-08-10T00:23:27.000Z,52;59;57;57;57;58;58;70;61;58
HEART_RATE,1.0,2025-08-10T00:23:37.000Z,54;58;60;55;59;62;56;59;56;60
HEART_RATE,1.0,2025-08-10T00:23:47.000Z,58;56;63;60;59;55;59;60;60;62
HEART_RATE,1.0,2025-08-10T00:23:57.000Z,53;61;54;55;58;59;58;57;53;52
HEART_RATE,1.0,2025-08-10T00:24:07.000Z,53;64;54;59;56;66;55;55;55;56
HEART_RATE,1.0,2025-08-10T00:24:17.000Z,58;65;53;58;57;54;57;52;52;59
HEART_RATE,1.0,2025-08-10T00:24:27.000Z,57;58;57;55;60;57;60;59;53;49
HEART_RATE,1.0,2025-08-10T00:24:37.000Z,54;57;59;63;56;56;56;63;56;58
HEART_RATE,1.0,2025-08-10T00:24:47.000Z,61;60;55;54;53;50;58;60;54;51
HEART_RATE,1.0,2025-08-10T00:24:57.000Z,58;59;56;57;57;56;55;51;55;58
HEART_RATE,1.0,2025-08-10T00:25:07.000Z,59;62;60;59;59;61;57;55;55;58
HEART_RATE,1.0,2025-08-10T00:25:17.000Z,65;60;60;57;62;55;58;65;56;60
HEART_RATE,1.0,2025-08-10T00:25:27.000Z,58;57;65;58;53;53;53;53;59;56
HEART_RATE,1.0,2025-08-10T00:25:37.000Z,57;60;56;58;52;56;53;63;58;57
HEART_RATE,1.0,2025-08-10T00:25:47.000Z,56;55;62;59;51;56;64;60;61;57
HEART_RATE,1.0,2025-08-10T00:25:57.000Z,57;56;59;54;51;52;52;59;62;61
HEART_RATE,1.0,2025-08-10T00:26:07.000Z,58;53;56;60;63;55;57;62;54;56
HEART_RATE,1.0,2025-08-10T00:26:17.000Z,58;57;55;57;56;60;59;55;60;53
HEART_RATE,1.0,2025-08-10T00:26:27.000Z,62;57;51;54;54;61;61;54;60;58
HEART_RATE,1.0,2025-08-10T00:26:37.000Z,53;56;54;57;56;55;57;50;57;58
HEART_RATE,1.0,2025-08-10T00:26:47.000Z,55;54;55;53;58;59;58;50;51;59
HEART_RATE,1.0,2025-08-10T00:26:57.000Z,60;57;55;60;52;55;55;62;57;61
HEART_RATE,1.0,2025-08-10T00:27:07.000Z,62;56;55;63;61;56;59;59;57;53
HEART_RATE,1.0,2025-08-10T00:27:17.000Z,62;58;54;58;56;57;54;59;61;52
HEART_RATE,1.0,2025-08-10T00:27:27.000Z,58;58;57;53;61;56;66;56;57;53
HEART_RATE,1.0,2025-08-10T00:27:37.000Z,57;58;57;54;50;62;61;59;59;59
HEART_RATE,1.0,2025-08-10T00:27:47.000Z,56;58;60;58;53;60;59;58;58;52
HEART_RATE,1.0,2025-08-10T00:27:57.000Z,59;59;56;57;59;56;58;56;56;60
HEART_RATE,1.0,2025-08-10T00:28:07.000Z,59;61;59;58;57;56;56;55;55;59
HEART_RATE,1.0,2025-08-10T00:28:17.000Z,60;54;52;57;57;54;54;56;63;67
HEART_RATE,1.0,2025-08-10T00:28:27.000Z,59;55;58;60;60;61;59;67;55;61
HEART_RATE,1.0,2025-08-10T00:28:37.000Z,59;60;60;57;59;58;55;59;59;56
HEART_RATE,1.0,2025-08-10T00:28:47.000Z,57;52;58;67;53;56;55;59;62;55
HEART_RATE,1.0,2025-08-10T00:28:57.000Z,57;57;60;59;54;51;56;46;60;56
HEART_RATE,1.0,2025-08-10T00:29:07.000Z,63;56;60;56;55;58;60;51;60;60
HEART_RATE,1.0,2025-08-10T00:29:17.000Z,55;53;63;55;62;59;62;51;59;56
HEART_RATE,1.0,2025-08-10T00:29:27.000Z,57;57;58;57;58;52;59;58;57;59
HEART_RATE,1.0,2025-08-10T00:29:37.000Z,61;59;54;53;61;60;62;62;57;54
HEART_RATE,1.0,2025-08-10T00:29:47.000Z,52;63;55;55;60;59;62;59;52;55
HEART_RATE,1.0,2025-08-10T00:29:57.000Z,58;56;58;57;53;51;60;55;56;60
HEART_RATE,1.0,2025-08-10T00:30:07.000Z,60;56;61;53;56;58;54;58;55;57
HEART_RATE,1.0,2025-08-10T00:30:17.000Z,57;56;60;56;57;55;54;56;59;59
HEART_RATE,1.0,2025-08-10T00:30:27.000Z,58;61;54;62;58;60;55;57;57;57
HEART_RATE,1.0,2025-08-10T00:30:37.000Z,58;55;60;57;57;61;58;51;48;58
HEART_RATE,1.0,2025-08-10T00:30:47.000Z,61;57;64;60;60;59;59;53;58;55
HEART_RATE,1.0,2025-08-10T00:30:57.000Z,61;53;57;60;54;65;54;61;54;59
HEART_RATE,1.0,2025-08-10T00:31:07.000Z,56;56;59;60;59;55;54;49;57;61
HEART_RATE,1.0,2025-08-10T00:31:17.000Z,62;60;59;55;56;55;57;67;58;58
HEART_RATE,1.0,2025-08-10T00:31:27.000Z,53;54;61;61;62;58;64;58;56;61
HEART_RATE,1.0,2025-08-10T00:31:37.000Z,61;55;59;57;63;57;52;51;56;58
HEART_RATE,1.0,2025-08-10T00:31:47.000Z,55;58;58;57;55;57;52;54;56;58
HEART_RATE,1.0,2025-08-10T00:31:57.000Z,58;56;63;57;52;57;59;60;59;62
HEART_RATE,1.0,2025-08-10T00:32:07.000Z,49;59;63;58;50;63;59;59;53;56
HEART_RATE,1.0,2025-08-10T00:32:17.000Z,50;53;53;61;58;58;61;58;59;62
HEART_RATE,1.0,2025-08-10T00:32:27.000Z,57;60;60;56;57;59;60;54;60;56
HEART_RATE,1.0,2025-08-10T00:32:37.000Z,59;58;58;58;60;59;53;59;58;59
HEART_RATE,1.0,2025-08-10T00:32:47.000Z,53;54;62;56;58;62;59;53;54;57
HEART_RATE,1.0,2025-08-10T00:32:57.000Z,54;61;59;58;64;58;63;56;59;56
HEART_RATE,1.0,2025-08-10T00:33:07.000Z,61;55;57;51;59;60;57;55;53;57
HEART_RATE,1.0,2025-08-10T00:33:17.000Z,60;57;65;53;55;62;57;54;59;67
HEART_RATE,1.0,2025-08-10T00:33:27.000Z,57;60;61;59;59;54;58;67;59;60
HEART_RATE,1.0,2025-08-10T00:33:37.000Z,60;55;56;58;49;64;63;60;53;62
HEART_RATE,1.0,2025-08-10T00:33:47.000Z,58;55;50;54;55;52;52;58;66;58
HEART_RATE,1.0,2025-08-10T00:33:57.000Z,55;58;61;56;56;65;60;57;62;51
HEART_RATE,1.0,2025-08-10T00:34:07.000Z,60;61;50;63;60;52;55;58;52;59
HEART_RATE,1.0,2025-08-10T00:34:17.000Z,54;53;59;56;62;61;59;58;59;51
HEART_RATE,1.0,2025-08-10T00:34:27.000Z,61;62;56;55;55;55;52;55;55;55
HEART_RATE,1.0,2025-08-10T00:34:37.000Z,61;61;50;56;61;52;61;56;54;53
HEART_RATE,1.0,2025-08-10T00:34:47.000Z,57;54;60;59;56;58;57;61;59;55
HEART_RATE,1.0,2025-08-10T00:34:57.000Z,54;59;57;59;56;55;52;56;63;57
HEART_RATE,1.0,2025-08-10T00:35:07.000Z,57;52;56;54;60;58;57;52;58;59
HEART_RATE,1.0,2025-08-10T00:35:17.000Z,60;62;56;56;59;57;54;55;50;66
HEART_RATE,1.0,2025-08-10T00:35:27.000Z,62;55;59;54;53;58;60;55;58;62
HEART_RATE,1.0,2025-08-10T00:35:37.000Z,54;61;57;52;49;53;59;65;53;59
HEART_RATE,1.0,2025-08-10T00:35:47.000Z,60;60;59;59;57;55;59;64;59;61
HEART_RATE,1.0,2025-08-10T00:35:57.000Z,52;58;60;60;56;61;57;59;57;52
HEART_RATE,1.0,2025-08-10T00:36:07.000Z,57;61;54;60;60;53;59;56;56;59
HEART_RATE,1.0,2025-08-10T00:36:17.000Z,58;61;56;59;56;58;55;58;57;64
HEART_RATE,1.0,2025-08-10T00:36:27.000Z,55;56;61;61;54;57;60;57;59;61
HEART_RATE,1.0,2025-08-10T00:36:37.000Z,59;60;59;58;58;62;64;58;64;57
HEART_RATE,1.0,2025-08-10T00:36:47.000Z,56;54;57;60;58;55;53;56;65;61
HEART_RATE,1.0,2025-08-10T00:36:57.000Z,47;58;58;59;54;59;57;55;56;57
HEART_RATE,1.0,2025-08-10T00:37:07.000Z,55;57;58;54;54;57;54;61;64;58
HEART_RATE,1.0,2025-08-10T00:37:17.000Z,57;64;64;50;58;57;54;61;57;58
HEART_RATE,1.0,2025-08-10T00:37:27.000Z,60;51;56;59;60;50;59;56;58;54
HEART_RATE,1.0,2025-08-10T00:37:37.000Z,61;53;60;60;61;57;62;62;55;60
HEART_RATE,1.0,2025-08-10T00:37:47.000Z,63;58;57;56;61;58;62;60;60;58
HEART_RATE,1.0,2025-08-10T00:37:57.000Z,58;58;59;51;59;58;59;59;52;55
HEART_RATE,1.0,2025-08-10T00:38:07.000Z,60;61;61;54;62;62;57;59;62;55
HEART_RATE,1.0,2025-08-10T00:38:17.000Z,57;65;56;58;62;59;50;51;58;50
HEART_RATE,1.0,2025-08-10T00:38:27.000Z,58;61;58;59;63;53;54;64;59;55
HEART_RATE,1.0,2025-08-10T00:38:37.000Z,62;58;59;59;60;61;53;57;51;59
HEART_RATE,1.0,2025-08-10T00:38:47.000Z,63;57;54;58;58;55;63;59;53;62
HEART_RATE,1.0,2025-08-10T00:38:57.000Z,60;56;55;59;61;59;48;54;58;61
HEART_RATE,1.0,2025-08-10T00:39:07.000Z,56;62;59;63;58;56;57;54;54;56
HEART_RATE,1.0,2025-08-10T00:39:17.000Z,62;59;59;63;64;54;58;58;59;53
HEART_RATE,1.0,2025-08-10T00:39:27.000Z,56;55;55;58;55;63;57;64;58;57
HEART_RATE,1.0,2025-08-10T00:39:37.000Z,61;57;55;63;60;55;59;57;62;58
HEART_RATE,1.0,2025-08-10T00:39:47.000Z,61;56;56;59;57;58;57;62;63;57
HEART_RATE,1.0,2025-08-10T00:39:57.000Z,52;52;56;62;61;55;62;63;57;58
HEART_RATE,1.0,2025-08-10T00:40:07.000Z,61;55;54;60;58;56;58;48;58;56
HEART_RATE,1.0,2025-08-10T00:40:17.000Z,54;58;57;58;59;61;66;53;62;55
HEART_RATE,1.0,2025-08-10T00:40:27.000Z,58;60;54;59;60;54;56;53;56;55
HEART_RATE,1.0,2025-08-10T00:40:37.000Z,61;57;58;58;57;58;56;57;63;59
HEART_RATE,1.0,2025-08-10T00:40:47.000Z,60;59;60;57;51;59;54;54;57;59
HEART_RATE,1.0,2025-08-10T00:40:57.000Z,58;55;61;53;60;61;55;64;59;54
HEART_RATE,1.0,2025-08-10T00:41:07.000Z,59;59;60;57;58;63;55;54;57;51
HEART_RATE,1.0,2025-08-10T00:41:17.000Z,56;53;57;60;53;51;55;56;60;61
HEART_RATE,1.0,2025-08-10T00:41:27.000Z,56;57;58;54;55;53;62;59;57;59
HEART_RATE,1.0,2025-08-10T00:41:37.000Z,55;61;55;53;57;60;55;56;59;58
HEART_RATE,1.0,2025-08-10T00:41:47.000Z,58;57;53;53;58;53;56;57;57;56
HEART_RATE,1.0,2025-08-10T00:41:57.000Z,53;61;55;55;57;57;60;58;60;60
HEART_RATE,1.0,2025-08-10T00:42:07.000Z,57;58;59;60;57;51;61;55;56;53
HEART_RATE,1.0,2025-08-10T00:42:17.000Z,53;52;55;62;61;58;52;53;54;60
HEART_RATE,1.0,2025-08-10T00:42:27.000Z,55;58;54;58;58;57;56;63;56;60
HEART_RATE,1.0,2025-08-10T00:42:37.000Z,59;60;59;57;55;59;55;62;57;58
HEART_RATE,1.0,2025-08-10T00:42:47.000Z,56;54;63;56;56;59;56;56;60;53
HEART_RATE,1.0,2025-08-10T00:42:57.000Z,59;54;53;58;54;60;61;62;56;67
HEART_RATE,1.0,2025-08-10T00:43:07.000Z,60;54;58;56;55;62;61;54;56;56
HEART_RATE,1.0,2025-08-10T00:43:17.000Z,56;59;51;58;55;57;60;52;58;58
HEART_RATE,1.0,2025-08-10T00:43:27.000Z,57;58;63;62;51;58;58;57;59;53
HEART_RATE,1.0,2025-08-10T00:43:37.000Z,54;53;59;58;62;60;53;57;60;60
HEART_RATE,1.0,2025-08-10T00:43:47.000Z,54;59;55;57;59;59;61;61;49;59
HEART_RATE,1.0,2025-08-10T00:43:57.000Z,61;61;61;55;54;56;56;65;58;57
HEART_RATE,1.0,2025-08-10T00:44:07.000Z,57;62;55;50;52;59;63;57;56;57
HEART_RATE,1.0,2025-08-10T00:44:17.000Z,55;59;60;56;59;54;54;57;61;54
HEART_RATE,1.0,2025-08-10T00:44:27.000Z,61;59;58;56;55;53;57;55;57;59
HEART_RATE,1.0,2025-08-10T00:44:37.000Z,52;53;54;56;64;47;51;59;59;58
HEART_RATE,1.0,2025-08-10T00:44:47.000Z,56;59;58;64;54;64;58;56;59;58
HEART_RATE,1.0,2025-08-10T00:44:57.000Z,55;59;58;57;61;57;60;56;59;59
HEART_RATE,1.0,2025-08-10T00:45:07.000Z,61;64;54;57;51;54;56;56;62;50
HEART_RATE,1.0,2025-08-10T00:45:17.000Z,61;57;56;53;60;59;59;52;60;58
HEART_RATE,1.0,2025-08-10T00:45:27.000Z,57;52;60;56;49;56;60;59;59;61
HEART_RATE,1.0,2025-08-10T00:45:37.000Z,50;66;63;61;55;56;58;58;55;64
HEART_RATE,1.0,2025-08-10T00:45:47.000Z,55;54;58;55;56;59;59;61;53;58
HEART_RATE,1.0,2025-08-10T00:45:57.000Z,55;52;59;58;60;61;61;53;52;53
HEART_RATE,1.0,2025-08-10T00:46:07.000Z,52;57;58;57;62;54;55;59;64;59
HEART_RATE,1.0,2025-08-10T00:46:17.000Z,60;58;61;59;61;55;62;54;50;58
HEART_RATE,1.0,2025-08-10T00:46:27.000Z,60;58;58;55;56;59;59;61;60;61
HEART_RATE,1.0,2025-08-10T00:46:37.000Z,58;65;57;57;57;55;55;62;54;54
HEART_RATE,1.0,2025-08-10T00:46:47.000Z,61;56;57;58;51;59;53;55;57;58
HEART_RATE,1.0,2025-08-10T00:46:57.000Z,62;56;58;57;51;57;58;60;58;57
HEART_RATE,1.0,2025-08-10T00:47:07.000Z,58;57;60;61;63;58;60;54;61;59
HEART_RATE,1.0,2025-08-10T00:47:17.000Z,54;54;57;57;55;60;59;59;56;57
HEART_RATE,1.0,2025-08-10T00:47:27.000Z,58;55;58;60;55;57;59;56;53;51
HEART_RATE,1.0,2025-08-10T00:47:37.000Z,57;59;64;59;58;53;63;63;58;55
HEART_RATE,1.0,2025-08-10T00:47:47.000Z,56;57;58;59;57;56;59;57;55;57
HEART_RATE,1.0,2025-08-10T00:47:57.000Z,56;58;56;59;56;57;58;58;54;60
HEART_RATE,1.0,2025-08-10T00:48:07.000Z,65;56;59;57;60;59;57;57;56;55
HEART_RATE,1.0,2025-08-10T00:48:17.000Z,61;61;55;58;63;56;63;56;59;57
HEART_RATE,1.0,2025-08-10T00:48:27.000Z,56;56;53;60;57;62;62;55;51;53
HEART_RATE,1.0,2025-08-10T00:48:37.000Z,56;56;58;60;61;58;59;58;61;51
HEART_RATE,1.0,2025-08-10T00:48:47.000Z,64;55;60;55;59;57;55;63;60;54
HEART_RATE,1.0,2025-08-10T00:48:57.000Z,58;53;54;63;57;59;58;58;58;56
HEART_RATE,1.0,2025-08-10T00:49:07.000Z,62;55;57;54;57;60;57;54;59;53
HEART_RATE,1.0,2025-08-10T00:49:17.000Z,60;53;62;59;58;59;54;55;57;58
HEART_RATE,1.0,2025-08-10T00:49:27.000Z,57;58;60;60;65;60;62;63;56;58
HEART_RATE,1.0,2025-08-10T00:49:37.000Z,58;53;59;57;61;65;61;58;58;53
HEART_RATE,1.0,2025-08-10T00:49:47.000Z,63;60;61;60;58;56;54;61;54;57
HEART_RATE,1.0,2025-08-10T00:49:57.000Z,58;54;58;51;50;55;55;59;52;56
HEART_RATE,1.0,2025-08-10T00:50:07.000Z,62;61;53;60;62;61;60;59;56;55
HEART_RATE,1.0,2025-08-10T00:50:17.000Z,57;59;57;56;55;57;56;62;57;57
HEART_RATE,1.0,2025-08-10T00:50:27.000Z,58;63;60;59;59;61;58;55;62;59
HEART_RATE,1.0,2025-08-10T00:50:37.000Z,54;56;52;60;58;58;64;54;56;51
HEART_RATE,1.0,2025-08-10T00:50:47.000Z,56;61;62;57;61;63;52;58;57;56
HEART_RATE,1.0,2025-08-10T00:50:57.000Z,58;57;57;56;61;61;61;61;55;58
HEART_RATE,1.0,2025-08-10T00:51:07.000Z,54;55;59;55;64;56;58;55;56;59
HEART_RATE,1.0,2025-08-10T00:51:17.000Z,65;65;57;59;57;60;59;62;56;59
HEART_RATE,1.0,2025-08-10T00:51:27.000Z,63;56;55;63;54;62;61;57;64;56
HEART_RATE,1.0,2025-08-10T00:51:37.000Z,61;60;57;57;58;61;60;59;57;54
HEART_RATE,1.0,2025-08-10T00:51:47.000Z,55;57;58;54;62;51;54;55;59;57
HEART_RATE,1.0,2025-08-10T00:51:57.000Z,57;58;62;61;56;57;49;52;58;60
HEART_RATE,1.0,2025-08-10T00:52:07.000Z,60;56;61;62;58;48;56;63;53;62
HEART_RATE,1.0,2025-08-10T00:52:17.000Z,55;62;52;51;54;61;57;59;54;56
HEART_RATE,1.0,2025-08-10T00:52:27.000Z,57;60;61;59;56;62;51;60;52;57
HEART_RATE,1.0,2025-08-10T00:52:37.000Z,60;65;61;59;61;58;60;62;52;56
HEART_RATE,1.0,2025-08-10T00:52:47.000Z,63;59;53;52;57;62;55;63;57;60
HEART_RATE,1.0,2025-08-10T00:52:57.000Z,53;60;60;56;58;57;57;57;53;58
