timestamp,heart_rate,confidence
2025-08-08 15:23:55,61,0.990
2025-08-08 15:23:56,55,0.884
2025-08-08 15:23:57,56,0.870
2025-08-08 15:23:58,64,0.935
2025-08-08 15:23:59,56,0.900
2025-08-08 15:24:00,66,0.938
2025-08-08 15:24:01,53,0.999
2025-08-08 15:24:02,67,0.877
2025-08-08 15:24:03,58,0.868
2025-08-08 15:24:04,57,0.966
2025-08-08 15:24:05,64,0.936
2025-08-08 15:24:06,54,0.869
2025-08-08 15:24:07,58,0.864
2025-08-08 15:24:08,55,0.964
2025-08-08 15:24:09,55,0.862
2025-08-08 15:24:10,59,0.890
2025-08-08 15:24:11,64,0.867
2025-08-08 15:24:12,57,0.959
2025-08-08 15:24:13,50,0.995
2025-08-08 15:24:14,52,0.891
2025-08-08 15:24:15,49,0.894
2025-08-08 15:24:16,66,0.975
2025-08-08 15:24:17,65,0.965
2025-08-08 15:24:18,52,0.944
2025-08-08 15:24:19,57,0.853
2025-08-08 15:24:20,65,0.922
2025-08-08 15:24:21,59,0.946
2025-08-08 15:24:22,53,0.885
2025-08-08 15:24:23,60,0.869
2025-08-08 15:24:24,65,0.931
2025-08-08 15:24:25,61,0.907
2025-08-08 15:24:26,58,0.899
2025-08-08 15:24:27,57,0.893
2025-08-08 15:24:28,61,0.851
2025-08-08 15:24:29,59,0.928
2025-08-08 15:24:30,57,0.939
2025-08-08 15:24:31,57,0.932
2025-08-08 15:24:32,60,0.869
2025-08-08 15:24:33,65,0.989
2025-08-08 15:24:34,58,0.897
2025-08-08 15:24:35,59,0.985
2025-08-08 15:24:36,68,0.853
2025-08-08 15:24:37,56,0.971
2025-08-08 15:24:38,60,0.863
2025-08-08 15:24:39,63,0.894
2025-08-08 15:24:40,54,0.971
2025-08-08 15:24:41,58,0.947
2025-08-08 15:24:42,59,0.925
2025-08-08 15:24:43,65,0.888
2025-08-08 15:24:44,57,0.985
2025-08-08 15:24:45,62,0.906
2025-08-08 15:24:46,56,0.995
2025-08-08 15:24:47,63,0.957
2025-08-08 15:24:48,62,0.983
2025-08-08 15:24:49,56,0.904
2025-08-08 15:24:50,61,0.987
2025-08-08 15:24:51,61,0.995
2025-08-08 15:24:52,66,0.998
2025-08-08 15:24:53,63,0.888
2025-08-08 15:24:54,57,0.866
2025-08-08 15:24:55,63,0.900
2025-08-08 15:24:56,59,0.991
2025-08-08 15:24:57,57,0.947
2025-08-08 15:24:58,65,0.908
2025-08-08 15:24:59,54,0.953
2025-08-08 15:25:00,55,0.987
2025-08-08 15:25:01,59,0.908
2025-08-08 15:25:02,53,0.855
2025-08-08 15:25:03,55,0.925
2025-08-08 15:25:04,59,0.978
2025-08-08 15:25:05,53,0.914
2025-08-08 15:25:06,55,0.977
2025-08-08 15:25:07,57,0.854
2025-08-08 15:25:08,54,0.931
2025-08-08 15:25:09,60,0.919
2025-08-08 15:25:10,58,0.926
2025-08-08 15:25:11,54,0.870
2025-08-08 15:25:12,62,0.984
2025-08-08 15:25:13,55,0.994
2025-08-08 15:25:14,53,0.882
2025-08-08 15:25:15,52,0.939
2025-08-08 15:25:16,58,0.864
2025-08-08 15:25:17,58,0.855
2025-08-08 15:25:18,51,0.885
2025-08-08 15:25:19,60,0.893
2025-08-08 15:25:20,73,0.997
2025-08-08 15:25:21,62,0.932
2025-08-08 15:25:22,66,0.969
2025-08-08 15:25:23,55,0.989
2025-08-08 15:25:24,61,0.902
2025-08-08 15:25:25,63,0.956
2025-08-08 15:25:26,55,0.954
2025-08-08 15:25:27,55,0.941
2025-08-08 15:25:28,60,0.881
2025-08-08 15:25:29,63,0.888
2025-08-08 15:25:30,52,0.936
2025-08-08 15:25:31,57,0.873
2025-08-08 15:25:32,56,0.997
2025-08-08 15:25:33,64,0.981
2025-08-08 15:25:34,65,0.904
2025-08-08 15:25:35,59,0.909
2025-08-08 15:25:36,61,0.878
2025-08-08 15:25:37,58,0.852
2025-08-08 15:25:38,56,0.854
2025-08-08 15:25:39,61,0.976
2025-08-08 15:25:40,55,0.981
2025-08-08 15:25:41,63,0.907
2025-08-08 15:25:42,57,0.985
2025-08-08 15:25:43,63,0.905
2025-08-08 15:25:44,63,0.883
2025-08-08 15:25:45,60,0.937
2025-08-08 15:25:46,55,0.956
2025-08-08 15:25:47,65,0.963
2025-08-08 15:25:48,56,0.903
2025-08-08 15:25:49,66,0.860
2025-08-08 15:25:50,57,0.888
2025-08-08 15:25:51,58,0.866
2025-08-08 15:25:52,54,0.966
2025-08-08 15:25:53,58,0.964
2025-08-08 15:25:54,58,0.958
2025-08-08 15:25:55,58,0.939
2025-08-08 15:25:56,67,0.949
2025-08-08 15:25:57,62,0.941
2025-08-08 15:25:58,67,0.916
2025-08-08 15:25:59,56,0.956
2025-08-08 15:26:00,51,0.892
2025-08-08 15:26:01,61,0.903
2025-08-08 15:26:02,58,0.965
2025-08-08 15:26:03,49,0.935
2025-08-08 15:26:04,58,0.881
2025-08-08 15:26:05,61,0.887
2025-08-08 15:26:06,59,0.951
2025-08-08 15:26:07,59,0.983
2025-08-08 15:26:08,59,0.852
2025-08-08 15:26:09,55,0.957
2025-08-08 15:26:10,59,0.960
2025-08-08 15:26:11,54,0.922
2025-08-08 15:26:12,65,0.946
2025-08-08 15:26:13,60,0.913
2025-08-08 15:26:14,59,0.917
2025-08-08 15:26:15,60,0.905
2025-08-08 15:26:16,59,0.959
2025-08-08 15:26:17,60,0.853
2025-08-08 15:26:18,56,0.949
2025-08-08 15:26:19,61,0.918
2025-08-08 15:26:20,62,0.892
2025-08-08 15:26:21,60,0.967
2025-08-08 15:26:22,50,0.992
2025-08-08 15:26:23,59,0.948
2025-08-08 15:26:24,54,0.957
2025-08-08 15:26:25,59,0.912
2025-08-08 15:26:26,57,0.903
2025-08-08 15:26:27,63,0.956
2025-08-08 15:26:28,59,0.922
2025-08-08 15:26:29,59,0.866
2025-08-08 15:26:30,59,0.885
2025-08-08 15:26:31,57,0.929
2025-08-08 15:26:32,53,0.918
2025-08-08 15:26:33,60,0.985
2025-08-08 15:26:34,62,0.880
2025-08-08 15:26:35,69,0.967
2025-08-08 15:26:36,66,0.863
2025-08-08 15:26:37,62,0.882
2025-08-08 15:26:38,66,0.928
2025-08-08 15:26:39,55,0.857
2025-08-08 15:26:40,63,0.923
2025-08-08 15:26:41,54,0.893
2025-08-08 15:26:42,55,0.858
2025-08-08 15:26:43,64,0.961
2025-08-08 15:26:44,52,0.909
2025-08-08 15:26:45,59,0.890
2025-08-08 15:26:46,64,0.994
2025-08-08 15:26:47,58,0.968
2025-08-08 15:26:48,62,0.970
2025-08-08 15:26:49,60,0.997
2025-08-08 15:26:50,62,0.879
2025-08-08 15:26:51,63,0.942
2025-08-08 15:26:52,54,0.931
2025-08-08 15:26:53,56,0.961
2025-08-08 15:26:54,59,0.939
2025-08-08 15:26:55,61,0.932
2025-08-08 15:26:56,58,0.889
2025-08-08 15:26:57,60,0.902
2025-08-08 15:26:58,53,0.923
2025-08-08 15:26:59,59,0.872
2025-08-08 15:27:00,59,0.962
2025-08-08 15:27:01,62,0.954
2025-08-08 15:27:02,56,0.911
2025-08-08 15:27:03,58,0.885
2025-08-08 15:27:04,59,0.988
2025-08-08 15:27:05,69,0.999
2025-08-08 15:27:06,59,0.906
2025-08-08 15:27:07,60,0.855
2025-08-08 15:27:08,58,0.967
2025-08-08 15:27:09,56,0.980
2025-08-08 15:27:10,64,0.936
2025-08-08 15:27:11,56,0.919
2025-08-08 15:27:12,58,0.886
2025-08-08 15:27:13,57,0.985
2025-08-08 15:27:14,56,0.974
2025-08-08 15:27:15,60,0.932
2025-08-08 15:27:16,55,0.974
2025-08-08 15:27:17,63,0.929
2025-08-08 15:27:18,57,0.944
2025-08-08 15:27:19,55,0.874
2025-08-08 15:27:20,59,0.924
2025-08-08 15:27:21,63,0.900
2025-08-08 15:27:22,60,0.997
2025-08-08 15:27:23,58,0.936
2025-08-08 15:27:24,60,0.868
2025-08-08 15:27:25,60,0.983
2025-08-08 15:27:26,55,0.993
2025-08-08 15:27:27,60,0.973
2025-08-08 15:27:28,70,0.866
2025-08-08 15:27:29,58,0.854
2025-08-08 15:27:30,52,0.961
2025-08-08 15:27:31,58,0.997
2025-08-08 15:27:32,53,0.875
2025-08-08 15:27:33,61,0.860
2025-08-08 15:27:34,59,0.874
2025-08-08 15:27:35,65,0.999
2025-08-08 15:27:36,67,0.852
2025-08-08 15:27:37,56,0.905
2025-08-08 15:27:38,51,0.949
2025-08-08 15:27:39,59,0.859
2025-08-08 15:27:40,54,0.886
2025-08-08 15:27:41,54,0.975
2025-08-08 15:27:42,55,0.994
2025-08-08 15:27:43,66,0.958
2025-08-08 15:27:44,57,0.936
2025-08-08 15:27:45,63,0.991
2025-08-08 15:27:46,64,0.982
2025-08-08 15:27:47,53,0.850
2025-08-08 15:27:48,62,0.869
2025-08-08 15:27:49,59,0.960
2025-08-08 15:27:50,51,0.979
2025-08-08 15:27:51,63,0.974
2025-08-08 15:27:52,61,0.974
2025-08-08 15:27:53,60,0.921
2025-08-08 15:27:54,65,0.924
2025-08-08 15:27:55,60,0.974
2025-08-08 15:27:56,56,0.979
2025-08-08 15:27:57,62,0.951
2025-08-08 15:27:58,58,0.960
2025-08-08 15:27:59,63,0.950
2025-08-08 15:28:00,59,0.884
2025-08-08 15:28:01,52,0.921
2025-08-08 15:28:02,58,0.969
2025-08-08 15:28:03,60,0.906
2025-08-08 15:28:04,60,0.907
2025-08-08 15:28:05,69,0.864
2025-08-08 15:28:06,61,0.862
2025-08-08 15:28:07,64,0.895
2025-08-08 15:28:08,58,0.892
2025-08-08 15:28:09,59,0.925
2025-08-08 15:28:10,65,0.900
2025-08-08 15:28:11,60,0.966
2025-08-08 15:28:12,61,0.905
2025-08-08 15:28:13,63,0.926
2025-08-08 15:28:14,56,0.949
2025-08-08 15:28:15,53,0.981
2025-08-08 15:28:16,61,0.907
2025-08-08 15:28:17,60,0.880
2025-08-08 15:28:18,57,0.920
2025-08-08 15:28:19,57,0.933
2025-08-08 15:28:20,62,0.989
2025-08-08 15:28:21,52,0.950
2025-08-08 15:28:22,58,0.920
2025-08-08 15:28:23,73,0.964
2025-08-08 15:28:24,59,0.956
2025-08-08 15:28:25,65,0.918
2025-08-08 15:28:26,59,0.985
2025-08-08 15:28:27,58,0.979
2025-08-08 15:28:28,65,0.996
2025-08-08 15:28:29,59,0.949
2025-08-08 15:28:30,60,0.917
2025-08-08 15:28:31,57,0.937
2025-08-08 15:28:32,66,0.898
2025-08-08 15:28:33,59,0.892
2025-08-08 15:28:34,55,0.856
2025-08-08 15:28:35,59,0.885
2025-08-08 15:28:36,53,0.953
2025-08-08 15:28:37,58,0.921
2025-08-08 15:28:38,56,0.867
2025-08-08 15:28:39,58,0.900
2025-08-08 15:28:40,55,0.944
2025-08-08 15:28:41,54,0.862
2025-08-08 15:28:42,59,0.967
2025-08-08 15:28:43,61,0.873
2025-08-08 15:28:44,61,0.996
2025-08-08 15:28:45,53,0.921
2025-08-08 15:28:46,62,0.882
2025-08-08 15:28:47,53,0.916
2025-08-08 15:28:48,58,0.961
2025-08-08 15:28:49,59,0.980
2025-08-08 15:28:50,55,0.958
2025-08-08 15:28:51,60,0.992
2025-08-08 15:28:52,67,0.910
2025-08-08 15:28:53,60,0.917
2025-08-08 15:28:54,69,0.948
2025-08-08 15:28:55,55,0.867
2025-08-08 15:28:56,52,0.918
2025-08-08 15:28:57,63,0.875
2025-08-08 15:28:58,61,0.942
2025-08-08 15:28:59,53,0.956
2025-08-08 15:29:00,60,0.922
2025-08-08 15:29:01,60,0.905
2025-08-08 15:29:02,58,0.898
2025-08-08 15:29:03,59,0.910
2025-08-08 15:29:04,59,0.991
2025-08-08 15:29:05,63,0.853
2025-08-08 15:29:06,57,0.922
2025-08-08 15:29:07,61,0.905
2025-08-08 15:29:08,60,0.916
2025-08-08 15:29:09,67,0.927
2025-08-08 15:29:10,58,0.988
2025-08-08 15:29:11,64,0.945
2025-08-08 15:29:12,56,0.886
2025-08-08 15:29:13,56,0.882
2025-08-08 15:29:14,61,0.990
2025-08-08 15:29:15,59,0.913
2025-08-08 15:29:16,58,0.977
2025-08-08 15:29:17,60,0.900
2025-08-08 15:29:18,55,0.917
2025-08-08 15:29:19,67,0.858
2025-08-08 15:29:20,65,0.876
2025-08-08 15:29:21,60,0.886
2025-08-08 15:29:22,57,0.984
2025-08-08 15:29:23,60,0.891
2025-08-08 15:29:24,60,0.971
2025-08-08 15:29:25,56,0.933
2025-08-08 15:29:26,64,0.863
2025-08-08 15:29:27,58,0.954
2025-08-08 15:29:28,63,0.960
2025-08-08 15:29:29,61,0.938
2025-08-08 15:29:30,57,0.950
2025-08-08 15:29:31,59,0.913
2025-08-08 15:29:32,63,0.907
2025-08-08 15:29:33,55,0.986
2025-08-08 15:29:34,63,0.967
2025-08-08 15:29:35,57,0.965
2025-08-08 15:29:36,60,0.972
2025-08-08 15:29:37,67,0.895
2025-08-08 15:29:38,58,0.879
2025-08-08 15:29:39,61,0.868
2025-08-08 15:29:40,57,0.914
2025-08-08 15:29:41,53,0.850
2025-08-08 15:29:42,64,0.855
2025-08-08 15:29:43,65,0.975
2025-08-08 15:29:44,57,0.964
2025-08-08 15:29:45,61,0.901
2025-08-08 15:29:46,61,0.899
2025-08-08 15:29:47,57,0.901
2025-08-08 15:29:48,61,0.965
2025-08-08 15:29:49,57,0.879
2025-08-08 15:29:50,61,0.986
2025-08-08 15:29:51,60,0.959
2025-08-08 15:29:52,54,0.974
2025-08-08 15:29:53,53,0.939
2025-08-08 15:29:54,58,0.854
2025-08-08 15:29:55,56,0.997
2025-08-08 15:29:56,59,0.902
2025-08-08 15:29:57,55,0.869
2025-08-08 15:29:58,65,0.942
2025-08-08 15:29:59,65,0.931
2025-08-08 15:30:00,59,0.923
2025-08-08 15:30:01,58,0.883
2025-08-08 15:30:02,56,0.939
2025-08-08 15:30:03,61,0.956
2025-08-08 15:30:04,58,0.928
2025-08-08 15:30:05,56,0.985
2025-08-08 15:30:06,57,0.885
2025-08-08 15:30:07,57,0.865
2025-08-08 15:30:08,59,0.996
2025-08-08 15:30:09,60,1.000
2025-08-08 15:30:10,57,0.923
2025-08-08 15:30:11,64,0.996
2025-08-08 15:30:12,60,0.870
2025-08-08 15:30:13,58,0.892
2025-08-08 15:30:14,65,0.893
2025-08-08 15:30:15,56,0.980
2025-08-08 15:30:16,60,0.972
2025-08-08 15:30:17,55,0.984
2025-08-08 15:30:18,59,0.967
2025-08-08 15:30:19,66,0.866
2025-08-08 15:30:20,58,0.955
2025-08-08 15:30:21,55,0.861
2025-08-08 15:30:22,60,0.949
2025-08-08 15:30:23,57,0.927
2025-08-08 15:30:24,58,0.996
2025-08-08 15:30:25,65,0.856
2025-08-08 15:30:26,56,0.932
2025-08-08 15:30:27,62,0.931
2025-08-08 15:30:28,57,0.975
2025-08-08 15:30:29,59,0.987
2025-08-08 15:30:30,59,0.992
2025-08-08 15:30:31,64,0.961
2025-08-08 15:30:32,61,0.912
2025-08-08 15:30:33,63,0.903
2025-08-08 15:30:34,63,0.994
2025-08-08 15:30:35,59,0.855
2025-08-08 15:30:36,61,0.971
2025-08-08 15:30:37,58,0.978
2025-08-08 15:30:38,54,0.939
2025-08-08 15:30:39,64,0.962
2025-08-08 15:30:40,65,0.991
2025-08-08 15:30:41,61,0.946
2025-08-08 15:30:42,58,0.942
2025-08-08 15:30:43,56,0.994
2025-08-08 15:30:44,64,0.861
2025-08-08 15:30:45,66,0.952
2025-08-08 15:30:46,59,0.855
2025-08-08 15:30:47,59,0.988
2025-08-08 15:30:48,60,0.859
2025-08-08 15:30:49,61,0.912
2025-08-08 15:30:50,54,0.885
2025-08-08 15:30:51,64,0.876
2025-08-08 15:30:52,57,0.891
2025-08-08 15:30:53,58,0.863
2025-08-08 15:30:54,58,0.955
2025-08-08 15:30:55,59,0.994
2025-08-08 15:30:56,59,0.912
2025-08-08 15:30:57,58,0.891
2025-08-08 15:30:58,64,0.944
2025-08-08 15:30:59,56,0.867
2025-08-08 15:31:00,61,0.938
2025-08-08 15:31:01,59,0.991
2025-08-08 15:31:02,58,0.982
2025-08-08 15:31:03,61,0.967
2025-08-08 15:31:04,56,0.988
2025-08-08 15:31:05,65,0.996
2025-08-08 15:31:06,63,0.901
2025-08-08 15:31:07,59,0.878
2025-08-08 15:31:08,53,0.974
2025-08-08 15:31:09,59,0.987
2025-08-08 15:31:10,66,0.912
2025-08-08 15:31:11,55,0.919
2025-08-08 15:31:12,55,0.953
2025-08-08 15:31:13,60,0.950
2025-08-08 15:31:14,58,0.975
2025-08-08 15:31:15,58,0.918
2025-08-08 15:31:16,62,0.872
2025-08-08 15:31:17,53,0.958
2025-08-08 15:31:18,64,0.971
2025-08-08 15:31:19,55,0.949
2025-08-08 15:31:20,63,0.945
2025-08-08 15:31:21,55,0.993
2025-08-08 15:31:22,58,0.857
2025-08-08 15:31:23,61,0.877
2025-08-08 15:31:24,54,0.961
2025-08-08 15:31:25,69,0.991
2025-08-08 15:31:26,58,0.997
2025-08-08 15:31:27,59,0.937
2025-08-08 15:31:28,60,0.864
2025-08-08 15:31:29,53,0.887
2025-08-08 15:31:30,56,0.867
2025-08-08 15:31:31,57,0.896
2025-08-08 15:31:32,58,0.860
2025-08-08 15:31:33,59,0.917
2025-08-08 15:31:34,59,0.974
2025-08-08 15:31:35,64,0.962
2025-08-08 15:31:36,59,0.935
2025-08-08 15:31:37,58,0.891
2025-08-08 15:31:38,61,0.875
2025-08-08 15:31:39,56,0.866
2025-08-08 15:31:40,54,0.931
2025-08-08 15:31:41,62,0.960
2025-08-08 15:31:42,60,0.863
2025-08-08 15:31:43,59,0.962
2025-08-08 15:31:44,58,0.868
2025-08-08 15:31:45,62,0.940
2025-08-08 15:31:46,62,0.852
2025-08-08 15:31:47,62,0.934
2025-08-08 15:31:48,59,0.888
2025-08-08 15:31:49,59,0.995
2025-08-08 15:31:50,66,0.872
2025-08-08 15:31:51,60,0.982
2025-08-08 15:31:52,59,0.925
2025-08-08 15:31:53,58,0.965
2025-08-08 15:31:54,60,0.980
2025-08-08 15:31:55,59,0.975
2025-08-08 15:31:56,56,0.928
2025-08-08 15:31:57,62,0.890
2025-08-08 15:31:58,55,0.983
2025-08-08 15:31:59,71,0.873
2025-08-08 15:32:00,62,0.919
2025-08-08 15:32:01,55,0.951
2025-08-08 15:32:02,52,0.947
2025-08-08 15:32:03,54,0.996
2025-08-08 15:32:04,64,0.991
2025-08-08 15:32:05,56,0.992
2025-08-08 15:32:06,61,0.997
2025-08-08 15:32:07,61,0.890
2025-08-08 15:32:08,59,0.999
2025-08-08 15:32:09,57,0.894
2025-08-08 15:32:10,52,0.894
2025-08-08 15:32:11,61,0.893
2025-08-08 15:32:12,61,0.906
2025-08-08 15:32:13,64,0.987
2025-08-08 15:32:14,60,0.880
2025-08-08 15:32:15,64,0.882
2025-08-08 15:32:16,52,0.952
2025-08-08 15:32:17,57,0.969
2025-08-08 15:32:18,62,0.879
2025-08-08 15:32:19,62,0.975
2025-08-08 15:32:20,56,0.931
2025-08-08 15:32:21,61,0.874
2025-08-08 15:32:22,61,0.950
2025-08-08 15:32:23,61,0.996
2025-08-08 15:32:24,63,0.877
2025-08-08 15:32:25,55,0.951
2025-08-08 15:32:26,62,0.959
2025-08-08 15:32:27,65,0.914
2025-08-08 15:32:28,63,0.924
2025-08-08 15:32:29,63,0.855
2025-08-08 15:32:30,62,0.949
2025-08-08 15:32:31,57,0.950
2025-08-08 15:32:32,64,0.883
2025-08-08 15:32:33,53,0.963
2025-08-08 15:32:34,59,0.883
2025-08-08 15:32:35,59,0.873
2025-08-08 15:32:36,61,0.958
2025-08-08 15:32:37,64,0.857
2025-08-08 15:32:38,67,0.942
2025-08-08 15:32:39,58,0.898
2025-08-08 15:32:40,61,0.896
2025-08-08 15:32:41,62,0.956
2025-08-08 15:32:42,52,0.851
2025-08-08 15:32:43,60,0.975
2025-08-08 15:32:44,61,0.901
2025-08-08 15:32:45,59,0.911
2025-08-08 15:32:46,56,0.855
2025-08-08 15:32:47,55,0.966
2025-08-08 15:32:48,60,0.976
2025-08-08 15:32:49,68,0.934
2025-08-08 15:32:50,62,0.950
2025-08-08 15:32:51,56,0.972
2025-08-08 15:32:52,56,0.924
2025-08-08 15:32:53,55,0.976
2025-08-08 15:32:54,59,0.922
2025-08-08 15:32:55,65,0.857
2025-08-08 15:32:56,63,0.925
2025-08-08 15:32:57,61,0.940
2025-08-08 15:32:58,53,0.852
2025-08-08 15:32:59,59,0.903
2025-08-08 15:33:00,59,0.908
2025-08-08 15:33:01,52,0.896
2025-08-08 15:33:02,62,0.855
2025-08-08 15:33:03,58,0.918
2025-08-08 15:33:04,59,0.915
2025-08-08 15:33:05,61,0.992
2025-08-08 15:33:06,62,0.989
2025-08-08 15:33:07,59,0.926
2025-08-08 15:33:08,58,0.978
2025-08-08 15:33:09,63,0.931
2025-08-08 15:33:10,60,0.998
2025-08-08 15:33:11,66,0.982
2025-08-08 15:33:12,57,0.979
2025-08-08 15:33:13,56,0.933
2025-08-08 15:33:14,53,0.947
2025-08-08 15:33:15,63,0.871
2025-08-08 15:33:16,59,0.961
2025-08-08 15:33:17,59,0.868
2025-08-08 15:33:18,60,0.907
2025-08-08 15:33:19,60,0.934
2025-08-08 15:33:20,61,0.941
2025-08-08 15:33:21,63,0.995
2025-08-08 15:33:22,55,0.886
2025-08-08 15:33:23,58,0.966
2025-08-08 15:33:24,59,0.988
2025-08-08 15:33:25,52,0.892
2025-08-08 15:33:26,57,0.969
2025-08-08 15:33:27,55,0.985
2025-08-08 15:33:28,60,0.868
2025-08-08 15:33:29,60,0.923
2025-08-08 15:33:30,57,0.950
2025-08-08 15:33:31,63,0.890
2025-08-08 15:33:32,64,0.939
2025-08-08 15:33:33,60,0.872
2025-08-08 15:33:34,59,0.868
2025-08-08 15:33:35,59,0.869
2025-08-08 15:33:36,63,0.953
2025-08-08 15:33:37,61,0.953
2025-08-08 15:33:38,61,0.874
2025-08-08 15:33:39,58,0.953
2025-08-08 15:33:40,56,0.930
2025-08-08 15:33:41,62,0.901
2025-08-08 15:33:42,64,0.979
2025-08-08 15:33:43,61,0.887
2025-08-08 15:33:44,55,0.893
2025-08-08 15:33:45,53,0.972
2025-08-08 15:33:46,58,0.957
2025-08-08 15:33:47,62,0.854
2025-08-08 15:33:48,68,0.855
2025-08-08 15:33:49,60,0.854
2025-08-08 15:33:50,56,0.874
2025-08-08 15:33:51,59,0.877
2025-08-08 15:33:52,57,0.926
2025-08-08 15:33:53,60,0.938
2025-08-08 15:33:54,60,0.869
2025-08-08 15:33:55,51,0.933
2025-08-08 15:33:56,62,0.897
2025-08-08 15:33:57,58,0.959
2025-08-08 15:33:58,59,0.952
2025-08-08 15:33:59,57,0.981
2025-08-08 15:34:00,59,0.851
2025-08-08 15:34:01,66,0.908
2025-08-08 15:34:02,59,0.912
2025-08-08 15:34:03,57,0.885
2025-08-08 15:34:04,54,0.926
2025-08-08 15:34:05,53,0.968
2025-08-08 15:34:06,60,0.979
2025-08-08 15:34:07,63,0.886
2025-08-08 15:34:08,63,0.860
2025-08-08 15:34:09,66,0.957
2025-08-08 15:34:10,64,0.914
2025-08-08 15:34:11,62,0.941
2025-08-08 15:34:12,54,0.951
2025-08-08 15:34:13,65,0.863
2025-08-08 15:34:14,65,0.956
2025-08-08 15:34:15,56,0.885
2025-08-08 15:34:16,67,0.929
2025-08-08 15:34:17,63,0.999
2025-08-08 15:34:18,63,0.850
2025-08-08 15:34:19,58,0.896
2025-08-08 15:34:20,57,0.892
2025-08-08 15:34:21,64,0.862
2025-08-08 15:34:22,58,0.890
2025-08-08 15:34:23,60,0.851
2025-08-08 15:34:24,53,0.874
2025-08-08 15:34:25,47,0.932
2025-08-08 15:34:26,59,0.872
2025-08-08 15:34:27,51,0.977
2025-08-08 15:34:28,54,0.888
2025-08-08 15:34:29,58,0.978
2025-08-08 15:34:30,59,0.980
2025-08-08 15:34:31,61,0.960
2025-08-08 15:34:32,59,0.940
2025-08-08 15:34:33,56,0.920
2025-08-08 15:34:34,58,0.877
2025-08-08 15:34:35,60,0.883
2025-08-08 15:34:36,57,0.878
2025-08-08 15:34:37,64,0.859
2025-08-08 15:34:38,59,0.897
2025-08-08 15:34:39,62,0.905
2025-08-08 15:34:40,63,0.921
2025-08-08 15:34:41,63,0.904
2025-08-08 15:34:42,57,0.943
2025-08-08 15:34:43,63,0.970
2025-08-08 15:34:44,56,0.850
2025-08-08 15:34:45,58,0.866
2025-08-08 15:34:46,63,0.895
2025-08-08 15:34:47,59,0.955
2025-08-08 15:34:48,67,0.946
2025-08-08 15:34:49,53,0.955
2025-08-08 15:34:50,60,0.877
2025-08-08 15:34:51,64,0.972
2025-08-08 15:34:52,54,0.936
2025-08-08 15:34:53,52,0.947
2025-08-08 15:34:54,60,0.962
2025-08-08 15:34:55,59,0.897
2025-08-08 15:34:56,58,0.887
2025-08-08 15:34:57,60,0.988
2025-08-08 15:34:58,56,0.990
2025-08-08 15:34:59,62,0.950
2025-08-08 15:35:00,56,0.854
2025-08-08 15:35:01,53,0.867
2025-08-08 15:35:02,60,0.879
2025-08-08 15:35:03,55,0.995
2025-08-08 15:35:04,66,0.980
2025-08-08 15:35:05,62,0.974
2025-08-08 15:35:06,59,0.921
2025-08-08 15:35:07,57,0.926
2025-08-08 15:35:08,58,0.868
2025-08-08 15:35:09,67,0.929
2025-08-08 15:35:10,60,0.916
2025-08-08 15:35:11,60,0.991
2025-08-08 15:35:12,62,0.967
2025-08-08 15:35:13,53,0.861
2025-08-08 15:35:14,61,0.924
2025-08-08 15:35:15,57,0.940
2025-08-08 15:35:16,56,0.953
2025-08-08 15:35:17,65,0.910
2025-08-08 15:35:18,64,0.939
2025-08-08 15:35:19,56,0.885
2025-08-08 15:35:20,52,0.964
2025-08-08 15:35:21,57,0.909
2025-08-08 15:35:22,60,0.901
2025-08-08 15:35:23,61,0.860
2025-08-08 15:35:24,58,0.986
2025-08-08 15:35:25,64,0.905
2025-08-08 15:35:26,58,0.978
2025-08-08 15:35:27,63,0.865
2025-08-08 15:35:28,56,0.969
2025-08-08 15:35:29,55,0.915
2025-08-08 15:35:30,68,0.921
2025-08-08 15:35:31,65,0.989
2025-08-08 15:35:32,60,0.999
2025-08-08 15:35:33,63,0.985
2025-08-08 15:35:34,66,0.998
2025-08-08 15:35:35,53,0.876
2025-08-08 15:35:36,65,0.875
2025-08-08 15:35:37,62,0.981
2025-08-08 15:35:38,62,0.862
2025-08-08 15:35:39,61,0.981
2025-08-08 15:35:40,56,0.977
2025-08-08 15:35:41,66,0.950
2025-08-08 15:35:42,62,0.907
2025-08-08 15:35:43,66,0.980
2025-08-08 15:35:44,68,0.953
2025-08-08 15:35:45,55,0.998
2025-08-08 15:35:46,59,0.976
2025-08-08 15:35:47,57,0.860
2025-08-08 15:35:48,57,0.960
2025-08-08 15:35:49,51,0.868
2025-08-08 15:35:50,65,0.953
2025-08-08 15:35:51,67,0.912
2025-08-08 15:35:52,61,0.885
2025-08-08 15:35:53,57,0.997
2025-08-08 15:35:54,63,0.898
2025-08-08 15:35:55,56,0.882
2025-08-08 15:35:56,61,0.924
2025-08-08 15:35:57,55,0.859
2025-08-08 15:35:58,56,0.961
2025-08-08 15:35:59,55,0.993
2025-08-08 15:36:00,54,0.874
2025-08-08 15:36:01,59,0.974
2025-08-08 15:36:02,56,0.974
2025-08-08 15:36:03,64,0.978
2025-08-08 15:36:04,55,0.898
2025-08-08 15:36:05,60,0.980
2025-08-08 15:36:06,58,0.990
2025-08-08 15:36:07,61,0.955
2025-08-08 15:36:08,51,0.852
2025-08-08 15:36:09,71,0.987
2025-08-08 15:36:10,62,0.867
